bert_score,candidate_id,is_same_group,target,eq_clean,level_idx,goal_clean
0.0012545291101559,706,0,0,Dumbbell,0,Powerbuilding
0.0012140515027567,568,0,0,Dumbbell,0,Powerbuilding
0.0017393367597833,936,0,0,Dumbbell,2,Fitness
0.0013309395872056,1629,0,0,Machine,2,Bodybuilding
0.0014103994471952,1170,1,0,Bodyweight,2,Athletics
0.0017019972437992,2302,0,0,Machine,1,Bodybuilding
0.0015641709323972,613,0,0,Bodyweight,0,Muscle & Sculpting
0.0011960783740505,278,0,0,Machine,0,Powerlifting
0.0015357156516984,2546,0,0,Machine,3,Athletics
0.001645233365707,1876,0,0,Bodyweight,0,Athletics
0.0012791029876098,1022,0,0,Bodyweight,0,Bodybuilding
0.0012077636783942,613,0,0,Bodyweight,0,Muscle & Sculpting
0.0014586249599233,496,1,0,Machine,2,Bodybuilding
0.0026059104129672,2758,1,0,Machine,2,Athletics
0.0013788666110485,1984,1,0,Machine,2,Powerlifting
0.0013932464644312,1738,0,1,Dumbbell,2,Bodybuilding
0.001086154486984,1435,1,0,Machine,2,Bodybuilding
0.0011575632961466,594,0,0,Barbell,0,Powerlifting
0.0021293750032782,1476,0,0,Dumbbell,0,Powerbuilding
0.0011917448136955,796,1,0,Bodyweight,2,Muscle & Sculpting
0.0014045117422938,2595,1,0,Dumbbell,2,Bodybuilding
0.0012703011743724,1335,1,0,Bodyweight,2,Bodyweight Fitness
0.0012754769995808,1665,0,0,Bodyweight,0,Athletics
0.0013446250231936,2903,1,0,Bodyweight,2,Bodybuilding
0.0013078931951895,368,0,0,Dumbbell,0,Muscle & Sculpting
0.0012560442555695,1075,0,0,Barbell,1,Athletics
0.0015399912372231,2691,1,0,Machine,2,Muscle & Sculpting
0.0014950721524655,606,1,1,Machine,2,Bodybuilding
0.0012525325873866,1390,1,0,Machine,2,Athletics
0.0016632943879812,2872,0,1,Dumbbell,0,Muscle & Sculpting
0.0020791511051356,2528,1,0,Machine,2,Athletics
0.001289204810746,2758,1,0,Machine,2,Athletics
0.0010995564516633,2027,1,1,Dumbbell,2,Bodybuilding
0.0012703090906143,159,0,0,Bodyweight,2,Powerbuilding
0.0011760466732084,277,1,1,Barbell,2,Bodybuilding
0.0020330271217972,2302,0,0,Machine,1,Bodybuilding
0.0017342984210699,990,1,0,Bodyweight,2,Bodybuilding
0.001735831843689,2204,1,0,Dumbbell,2,Bodybuilding
0.00143827451393,1683,0,0,Bodyweight,0,Bodyweight Fitness
